,driverID,race,qualipos,racepos
1185,button,18,5,20
1186,coulthard,18,13,11
1187,fisichella,18,11,9
1188,glock,18,18,15
1189,heidfeld,18,17,19
1190,klien,18,16,14
1191,massa,18,4,8
1192,michael_schumacher,18,8,7
1193,montoya,18,2,1
1194,raikkonen,18,3,2
1195,ralf_schumacher,18,7,5
1196,sato,18,6,6
1197,trulli,18,10,12
1198,villeneuve,18,14,10
1199,webber,18,12,18
1200,zonta,18,15,13
1201,albers,1,17,16
1202,alonso,1,13,1
1203,barrichello,1,11,12
1204,button,1,8,8
1205,coulthard,1,5,9
1206,fisichella,1,1,4
1209,karthikeyan,1,12,18
1210,klien,1,6,5
1211,massa,1,20,6
1212,michael_schumacher,1,18,20
1213,monteiro,1,14,11
1214,montoya,1,9,19
1215,raikkonen,1,10,2
1216,ralf_schumacher,1,15,3
1217,sato,1,19,17
1218,trulli,1,2,15
1219,villeneuve,1,4,10
1220,webber,1,3,7
1221,albers,2,20,16
1222,alonso,2,1,1
1223,barrichello,2,12,12
1224,button,2,9,8
1225,coulthard,2,8,9
1227,fisichella,2,3,4
1230,karthikeyan,2,17,18
1231,klien,2,7,5
1232,massa,2,14,6
1233,michael_schumacher,2,13,20
1234,monteiro,2,18,11
1235,montoya,2,11,19
1236,raikkonen,2,6,2
1237,ralf_schumacher,2,5,3
1238,trulli,2,2,15
1239,villeneuve,2,16,10
1240,webber,2,4,7
1241,albers,3,19,16
1242,alonso,3,1,1
1243,barrichello,3,15,12
1244,button,3,11,8
1245,coulthard,3,14,9
1246,fisichella,3,10,4
1249,karthikeyan,3,18,18
1250,klien,3,7,5
1251,massa,3,12,6
1252,michael_schumacher,3,2,20
1253,monteiro,3,17,11
1254,raikkonen,3,9,2
1255,ralf_schumacher,3,6,3
1257,sato,3,13,17
1258,trulli,3,3,15
1259,villeneuve,3,16,10
1260,webber,3,5,7
1261,albers,4,20,16
1262,alonso,4,2,1
1263,barrichello,4,10,12
1264,button,4,3,8
1265,coulthard,4,15,9
1266,fisichella,4,13,4
1269,karthikeyan,4,17,18
1271,massa,4,8,6
1272,michael_schumacher,4,14,20
1273,monteiro,4,18,11
1274,raikkonen,4,1,2
1275,ralf_schumacher,4,11,3
1276,sato,4,6,17
1277,trulli,4,5,15
1278,villeneuve,4,12,10
1279,webber,4,4,7
1281,albers,5,15,16
1282,alonso,5,3,1
1283,barrichello,5,18,12
1284,coulthard,5,9,9
1285,fisichella,5,6,4
1288,karthikeyan,5,13,18
1290,massa,5,10,6
1291,michael_schumacher,5,8,20
1292,monteiro,5,14,11
1293,montoya,5,7,19
1294,raikkonen,5,1,2
1295,ralf_schumacher,5,4,3
1296,trulli,5,5,15
1297,villeneuve,5,12,10
1298,webber,5,2,7
1299,albers,6,14,16
1300,alonso,6,2,1
1301,barrichello,6,10,12
1302,coulthard,6,7,9
1303,fisichella,6,4,4
1306,karthikeyan,6,17,18
1308,massa,6,11,6
1309,michael_schumacher,6,8,20
1310,monteiro,6,15,11
1311,montoya,6,16,19
1312,raikkonen,6,1,2
1313,ralf_schumacher,6,18,3
1314,trulli,6,5,15
1315,villeneuve,6,9,10
1316,webber,6,3,7
1317,albers,7,20,16
1318,alonso,7,6,1
1319,barrichello,7,7,12
1320,button,7,13,8
1321,coulthard,7,12,9
1322,fisichella,7,9,4
1325,karthikeyan,7,19,18
1327,massa,7,11,6
1328,michael_schumacher,7,10,20
1329,monteiro,7,17,11
1330,montoya,7,5,19
1331,raikkonen,7,2,2
1332,ralf_schumacher,7,8,3
1333,sato,7,16,17
1334,trulli,7,4,15
1335,villeneuve,7,15,10
1336,webber,7,3,7
1337,albers,8,15,16
1338,alonso,8,3,1
1339,barrichello,8,20,12
1340,button,8,1,8
1341,coulthard,8,12,9
1342,fisichella,8,4,4
1345,karthikeyan,8,17,18
1346,klien,8,16,5
1347,massa,8,11,6
1348,michael_schumacher,8,2,20
1349,monteiro,8,18,11
1350,montoya,8,5,19
1351,raikkonen,8,7,2
1352,ralf_schumacher,8,10,3
1353,sato,8,6,17
1354,trulli,8,9,15
1355,villeneuve,8,8,10
1356,webber,8,14,7
1357,albers,9,18,16
1358,alonso,9,6,1
1359,barrichello,9,7,12
1360,button,9,3,8
1361,coulthard,9,16,9
1362,fisichella,9,4,4
1365,karthikeyan,9,19,18
1366,klien,9,14,5
1367,massa,9,10,6
1368,michael_schumacher,9,5,20
1369,monteiro,9,17,11
1370,montoya,9,11,19
1371,raikkonen,9,2,2
1372,sato,9,8,17
1373,trulli,9,1,15
1374,villeneuve,9,12,10
1375,webber,9,9,7
1377,albers,10,20,16
1378,alonso,10,1,1
1379,barrichello,10,6,12
1380,button,10,8,8
1381,coulthard,10,15,9
1382,fisichella,10,7,4
1385,karthikeyan,10,17,18
1386,klien,10,16,5
1387,massa,10,10,6
1388,michael_schumacher,10,4,20
1389,monteiro,10,19,11
1390,montoya,10,9,19
1391,raikkonen,10,3,2
1392,ralf_schumacher,10,12,3
1393,sato,10,5,17
1394,trulli,10,2,15
1395,villeneuve,10,11,10
1396,webber,10,13,7
1397,albers,11,18,16
1398,alonso,11,1,1
1399,barrichello,11,6,12
1400,button,11,3,8
1401,coulthard,11,13,9
1402,fisichella,11,7,4
1405,karthikeyan,11,17,18
1406,klien,11,15,5
1407,massa,11,16,6
1408,michael_schumacher,11,10,20
1409,monteiro,11,20,11
1410,montoya,11,4,19
1411,raikkonen,11,2,2
1412,ralf_schumacher,11,9,3
1413,sato,11,8,17
1414,trulli,11,5,15
1415,villeneuve,11,11,10
1416,webber,11,12,7
1417,albers,12,16,16
1418,alonso,12,3,1
1419,barrichello,12,15,12
1420,button,12,2,8
1421,coulthard,12,11,9
1422,doornbos,12,17,14
1423,fisichella,12,4,4
1425,karthikeyan,12,20,18
1426,klien,12,10,5
1427,massa,12,13,6
1428,michael_schumacher,12,5,20
1429,monteiro,12,18,11
1430,montoya,12,19,19
1431,raikkonen,12,1,2
1432,ralf_schumacher,12,12,3
1433,sato,12,8,17
1434,trulli,12,9,15
1435,villeneuve,12,14,10
1436,webber,12,6,7
1437,albers,13,17,16
1438,alonso,13,6,1
1439,barrichello,13,7,12
1440,button,13,8,8
1441,coulthard,13,13,9
1442,doornbos,13,19,14
1443,fisichella,13,9,4
1445,karthikeyan,13,18,18
1446,klien,13,11,5
1447,massa,13,14,6
1448,michael_schumacher,13,1,20
1449,monteiro,13,20,11
1450,montoya,13,2,19
1451,raikkonen,13,4,2
1452,ralf_schumacher,13,5,3
1453,sato,13,10,17
1454,trulli,13,3,15
1455,villeneuve,13,15,10
1456,webber,13,16,7
1457,albers,14,16,16
1458,alonso,14,3,1
1459,barrichello,14,11,12
1460,button,14,13,8
1461,coulthard,14,12,9
1462,doornbos,14,17,14
1463,fisichella,14,2,4
1465,karthikeyan,14,19,18
1466,klien,14,10,5
1467,massa,14,8,6
1468,michael_schumacher,14,20,20
1469,monteiro,14,15,11
1470,montoya,14,4,19
1471,raikkonen,14,1,2
1472,ralf_schumacher,14,9,3
1473,sato,14,14,17
1474,trulli,14,5,15
1475,villeneuve,14,18,10
1476,webber,14,7,7
1477,albers,15,20,16
1478,alonso,15,3,1
1479,barrichello,15,8,12
1480,button,15,4,8
1481,coulthard,15,11,9
1482,doornbos,15,18,14
1483,fisichella,15,9,4
1484,karthikeyan,15,19,18
1485,klien,15,13,5
1486,massa,15,15,6
1487,michael_schumacher,15,7,20
1488,monteiro,15,17,11
1489,montoya,15,2,19
1490,pizzonia,15,16,13
1491,raikkonen,15,1,2
1492,ralf_schumacher,15,10,3
1493,sato,15,5,17
1494,trulli,15,6,15
1495,villeneuve,15,12,10
1496,webber,15,14,7
1497,albers,16,18,16
1498,alonso,16,5,1
1499,barrichello,16,13,12
1500,button,16,9,8
1501,coulthard,16,12,9
1502,doornbos,16,17,14
1503,fisichella,16,3,4
1504,karthikeyan,16,20,18
1505,klien,16,16,5
1506,massa,16,8,6
1507,michael_schumacher,16,7,20
1508,monteiro,16,19,11
1509,montoya,16,1,19
1510,pizzonia,16,15,13
1511,raikkonen,16,2,2
1512,ralf_schumacher,16,6,3
1513,sato,16,11,17
1514,trulli,16,4,15
1515,villeneuve,16,14,10
1516,webber,16,10,7
1517,albers,17,18,16
1518,alonso,17,1,1
1519,barrichello,17,10,12
1520,button,17,4,8
1521,coulthard,17,16,9
1522,doornbos,17,20,14
1523,fisichella,17,3,4
1524,karthikeyan,17,17,18
1525,klien,17,6,5
1526,massa,17,9,6
1527,michael_schumacher,17,7,20
1528,monteiro,17,13,11
1529,montoya,17,2,19
1530,pizzonia,17,15,13
1531,raikkonen,17,5,2
1532,ralf_schumacher,17,11,3
1533,sato,17,19,17
1534,trulli,17,8,15
1535,villeneuve,17,12,10
1536,webber,17,14,7
1537,albers,18,13,16
1538,alonso,18,16,1
1539,barrichello,18,9,12
1540,button,18,2,8
1541,coulthard,18,6,9
1542,doornbos,18,15,14
1543,fisichella,18,3,4
1544,karthikeyan,18,11,18
1545,klien,18,4,5
1546,massa,18,10,6
1547,michael_schumacher,18,14,20
1548,monteiro,18,20,11
1549,montoya,18,18,19
1550,pizzonia,18,12,13
1551,raikkonen,18,17,2
1552,ralf_schumacher,18,1,3
1553,sato,18,5,17
1554,trulli,18,19,15
1555,villeneuve,18,8,10
1556,webber,18,7,7
1557,albers,19,18,16
1558,alonso,19,1,1
1559,barrichello,19,8,12
1560,button,19,4,8
1561,coulthard,19,7,9
1562,doornbos,19,20,14
1563,fisichella,19,2,4
1564,karthikeyan,19,15,18
1565,klien,19,14,5
1566,massa,19,11,6
1567,michael_schumacher,19,6,20
1568,monteiro,19,19,11
1569,montoya,19,5,19
1570,pizzonia,19,13,13
1571,raikkonen,19,3,2
1572,ralf_schumacher,19,9,3
1573,sato,19,17,17
1574,trulli,19,12,15
1575,villeneuve,19,16,10
1576,webber,19,10,7
1577,albers,1,18,14
1578,alonso,1,4,2
1579,barrichello,1,6,7
1580,button,1,3,3
1581,coulthard,1,13,18
1582,fisichella,1,9,6
1583,heidfeld,1,10,17
1586,liuzzi,1,15,13
1587,massa,1,2,1
1588,michael_schumacher,1,1,4
1589,monteiro,1,19,15
1591,raikkonen,1,22,5
1592,ralf_schumacher,1,17,20
1593,rosberg,1,12,22
1594,sato,1,20,10
1595,speed,1,16,11
1596,trulli,1,14,19
1598,webber,1,7,21
1599,albers,2,19,14
1600,alonso,2,8,2
1601,barrichello,2,12,7
1602,button,2,2,3
1603,coulthard,2,11,18
1604,fisichella,2,1,6
1605,heidfeld,2,15,17
1608,liuzzi,2,18,13
1609,massa,2,16,1
1610,michael_schumacher,2,4,4
1611,monteiro,2,20,15
1613,raikkonen,2,7,5
1614,ralf_schumacher,2,10,20
1615,rosberg,2,3,22
1616,sato,2,21,10
1617,speed,2,17,11
1618,trulli,2,13,19
1620,webber,2,5,21
1621,albers,3,18,14
1622,alonso,3,3,2
1623,barrichello,3,17,7
1624,button,3,1,3
1625,coulthard,3,12,18
1626,fisichella,3,2,6
1627,heidfeld,3,8,17
1630,liuzzi,3,13,13
1631,massa,3,16,1
1632,michael_schumacher,3,11,4
1633,monteiro,3,20,15
1635,raikkonen,3,4,5
1636,ralf_schumacher,3,6,20
1637,rosberg,3,15,22
1638,sato,3,21,10
1639,speed,3,19,11
1640,trulli,3,10,19
1642,webber,3,7,21
1643,albers,4,20,14
1644,alonso,4,5,2
1645,barrichello,4,3,7
1646,button,4,2,3
1647,coulthard,4,14,18
1648,fisichella,4,11,6
1649,heidfeld,4,15,17
1652,liuzzi,4,16,13
1653,massa,4,4,1
1654,michael_schumacher,4,1,4
1655,monteiro,4,19,15
1657,raikkonen,4,8,5
1658,ralf_schumacher,4,6,20
1659,rosberg,4,13,22
1660,sato,4,21,10
1661,speed,4,18,11
1662,trulli,4,9,19
1664,webber,4,10,21
1665,albers,5,18,14
1666,alonso,5,1,2
1667,barrichello,5,4,7
1668,button,5,6,3
1669,coulthard,5,14,18
1670,fisichella,5,13,6
1671,heidfeld,5,15,17
1673,liuzzi,5,16,13
1674,massa,5,3,1
1675,michael_schumacher,5,2,4
1677,monteiro,5,20,15
1679,raikkonen,5,5,5
1680,ralf_schumacher,5,11,20
1681,rosberg,5,12,22
1682,sato,5,21,10
1683,speed,5,19,11
1684,trulli,5,7,19
1686,webber,5,10,21
1687,albers,6,19,14
1688,alonso,6,1,2
1689,barrichello,6,5,7
1690,button,6,8,3
1691,coulthard,6,22,18
1692,fisichella,6,2,6
1693,heidfeld,6,10,17
1695,liuzzi,6,16,13
1696,massa,6,4,1
1697,michael_schumacher,6,3,4
1699,monteiro,6,18,15
1701,raikkonen,6,9,5
1702,ralf_schumacher,6,6,20
1703,rosberg,6,13,22
1704,sato,6,20,10
1705,speed,6,17,11
1706,trulli,6,7,19
1708,webber,6,11,21
1709,albers,7,16,14
1710,alonso,7,1,2
1711,barrichello,7,5,7
1712,button,7,13,3
1713,coulthard,7,7,18
1714,fisichella,7,9,6
1715,heidfeld,7,15,17
1717,liuzzi,7,12,13
1718,massa,7,21,1
1719,michael_schumacher,7,22,4
1721,monteiro,7,17,15
1723,raikkonen,7,3,5
1724,ralf_schumacher,7,10,20
1725,rosberg,7,8,22
1726,sato,7,19,10
1727,speed,7,18,11
1728,trulli,7,6,19
1730,webber,7,2,21
1731,albers,8,18,14
1732,alonso,8,1,2
1733,barrichello,8,6,7
1734,button,8,19,3
1735,coulthard,8,11,18
1736,fisichella,8,5,6
1737,heidfeld,8,9,17
1739,liuzzi,8,13,13
1740,massa,8,4,1
1741,michael_schumacher,8,3,4
1743,monteiro,8,16,15
1745,raikkonen,8,2,5
1746,ralf_schumacher,8,7,20
1747,rosberg,8,12,22
1748,sato,8,20,10
1749,speed,8,15,11
1750,trulli,8,22,19
1752,webber,8,17,21
1753,albers,9,20,14
1754,alonso,9,1,2
1755,barrichello,9,9,7
1756,button,9,8,3
1757,coulthard,9,16,18
1758,fisichella,9,2,6
1759,heidfeld,9,13,17
1761,liuzzi,9,15,13
1762,massa,9,10,1
1763,michael_schumacher,9,5,4
1765,monteiro,9,19,15
1767,raikkonen,9,3,5
1768,ralf_schumacher,9,14,20
1769,rosberg,9,6,22
1770,sato,9,21,10
1771,speed,9,18,11
1772,trulli,9,4,19
1774,webber,9,17,21
1775,albers,10,14,14
1776,alonso,10,5,2
1777,barrichello,10,4,7
1778,button,10,7,3
1779,coulthard,10,17,18
1780,fisichella,10,3,6
1781,heidfeld,10,10,17
1783,liuzzi,10,21,13
1784,massa,10,2,1
1785,michael_schumacher,10,1,4
1787,monteiro,10,15,15
1789,raikkonen,10,9,5
1790,ralf_schumacher,10,8,20
1791,rosberg,10,19,22
1792,sato,10,18,10
1793,speed,10,13,11
1794,trulli,10,20,19
1796,webber,10,12,21
1797,albers,11,16,14
1798,alonso,11,3,2
1799,barrichello,11,14,7
1800,button,11,19,3
1801,coulthard,11,10,18
1802,fisichella,11,7,6
1803,heidfeld,11,12,17
1805,liuzzi,11,17,13
1806,massa,11,2,1
1807,michael_schumacher,11,1,4
1809,monteiro,11,20,15
1810,raikkonen,11,6,5
1811,ralf_schumacher,11,5,20
1812,rosa,11,8,8
1813,rosberg,11,9,22
1814,sato,11,22,10
1815,speed,11,15,11
1816,trulli,11,4,19
1818,webber,11,11,21
1819,albers,12,18,14
1820,alonso,12,7,2
1821,barrichello,12,6,7
1822,button,12,4,3
1823,coulthard,12,10,18
1824,fisichella,12,5,6
1825,heidfeld,12,16,17
1827,liuzzi,12,17,13
1828,massa,12,3,1
1829,michael_schumacher,12,2,4
1830,monteiro,12,20,15
1831,raikkonen,12,1,5
1832,ralf_schumacher,12,8,20
1833,rosa,12,9,8
1834,rosberg,12,15,22
1835,sato,12,19,10
1836,speed,12,22,11
1837,trulli,12,13,19
1839,webber,12,11,21
1840,yamamoto,12,21,16
1841,albers,13,21,14
1842,alonso,13,15,2
1843,barrichello,13,3,7
1844,button,13,4,3
1845,coulthard,13,13,18
1846,fisichella,13,8,6
1847,heidfeld,13,11,17
1849,kubica,13,10,9
1850,liuzzi,13,17,13
1851,massa,13,2,1
1852,michael_schumacher,13,12,4
1853,monteiro,13,16,15
1854,raikkonen,13,1,5
1855,ralf_schumacher,13,7,20
1856,rosa,13,5,8
1857,rosberg,13,18,22
1858,sato,13,20,10
1859,speed,13,19,11
1860,trulli,13,9,19
1861,webber,13,6,21
1862,yamamoto,13,22,16
1863,albers,14,16,14
1864,alonso,14,3,2
1865,barrichello,14,14,7
1866,button,14,7,3
1867,coulthard,14,17,18
1868,fisichella,14,4,6
1869,heidfeld,14,6,17
1871,kubica,14,9,9
1872,liuzzi,14,19,13
1873,massa,14,1,1
1874,michael_schumacher,14,2,4
1875,monteiro,14,20,15
1876,raikkonen,14,8,5
1877,ralf_schumacher,14,5,20
1878,rosa,14,12,8
1879,rosberg,14,15,22
1880,sato,14,22,10
1881,speed,14,18,11
1882,trulli,14,13,19
1883,webber,14,10,21
1884,yamamoto,14,21,16
1885,albers,15,18,14
1886,alonso,15,10,2
1887,barrichello,15,8,7
1888,button,15,5,3
1889,coulthard,15,14,18
1890,fisichella,15,9,6
1891,heidfeld,15,3,17
1893,kubica,15,6,9
1894,liuzzi,15,17,13
1895,massa,15,4,1
1896,michael_schumacher,15,2,4
1897,monteiro,15,20,15
1898,raikkonen,15,1,5
1899,ralf_schumacher,15,13,20
1900,rosa,15,7,8
1901,rosberg,15,12,22
1902,sato,15,21,10
1903,speed,15,15,11
1904,trulli,15,11,19
1905,webber,15,19,21
1906,yamamoto,15,22,16
1907,albers,16,22,14
1908,alonso,16,1,2
1909,barrichello,16,3,7
1910,button,16,4,3
1911,coulthard,16,12,18
1912,doornbos,16,10,12
1913,fisichella,16,2,6
1914,heidfeld,16,8,17
1915,kubica,16,9,9
1916,liuzzi,16,13,13
1917,massa,16,20,1
1918,michael_schumacher,16,6,4
1919,monteiro,16,18,15
1920,raikkonen,16,5,5
1921,ralf_schumacher,16,16,20
1922,rosa,16,7,8
1923,rosberg,16,15,22
1924,sato,16,21,10
1925,speed,16,11,11
1926,trulli,16,17,19
1927,webber,16,14,21
1928,yamamoto,16,19,16
1929,albers,17,16,14
1930,alonso,17,5,2
1931,barrichello,17,8,7
1932,button,17,7,3
1933,coulthard,17,17,18
1934,doornbos,17,18,12
1935,fisichella,17,6,6
1936,heidfeld,17,9,17
1937,kubica,17,12,9
1938,liuzzi,17,15,13
1939,massa,17,1,1
1940,michael_schumacher,17,2,4
1941,monteiro,17,21,15
1942,raikkonen,17,11,5
1943,ralf_schumacher,17,3,20
1944,rosa,17,13,8
1945,rosberg,17,10,22
1946,sato,17,20,10
1947,speed,17,19,11
1948,trulli,17,4,19
1949,webber,17,14,21
1950,yamamoto,17,22,16
1951,albers,18,18,14
1952,alonso,18,4,2
1953,barrichello,18,5,7
1954,button,18,14,3
1955,coulthard,18,19,18
1956,doornbos,18,15,12
1957,fisichella,18,6,6
1958,heidfeld,18,8,17
1959,kubica,18,9,9
1960,liuzzi,18,16,13
1961,massa,18,1,1
1962,michael_schumacher,18,10,4
1963,monteiro,18,22,15
1964,raikkonen,18,2,5
1965,ralf_schumacher,18,7,20
1966,rosa,18,12,8
1967,rosberg,18,13,22
1968,sato,18,20,10
1969,speed,18,17,11
1970,trulli,18,3,19
1971,webber,18,11,21
1972,yamamoto,18,21,16
1974,alonso,1,2,3
1975,barrichello,1,17,16
1976,button,1,14,19
1977,coulthard,1,19,9
1978,davidson,1,11,14
1979,fisichella,1,6,22
1980,hamilton,1,4,7
1981,heidfeld,1,3,6
1982,kovalainen,1,13,17
1983,kubica,1,5,5
1984,liuzzi,1,20,13
1985,massa,1,16,2
1986,raikkonen,1,1,1
1987,ralf_schumacher,1,9,11
1988,rosberg,1,12,4
1989,sato,1,10,12
1991,sutil,1,21,15
1992,trulli,1,8,8
1993,webber,1,7,20
1996,alonso,2,2,3
1997,barrichello,2,19,16
1998,button,2,15,19
1999,coulthard,2,13,9
2000,davidson,2,18,14
2001,fisichella,2,12,22
2002,hamilton,2,4,7
2003,heidfeld,2,5,6
2004,kovalainen,2,11,17
2005,kubica,2,7,5
2006,liuzzi,2,16,13
2007,massa,2,1,2
2008,raikkonen,2,3,1
2009,ralf_schumacher,2,9,11
2010,rosberg,2,6,4
2011,sato,2,14,12
2013,sutil,2,22,15
2014,trulli,2,8,8
2015,webber,2,10,20
2018,alonso,3,4,3
2019,barrichello,3,15,16
2020,button,3,16,19
2021,coulthard,3,21,9
2022,davidson,3,13,14
2023,fisichella,3,7,22
2024,hamilton,3,2,7
2025,heidfeld,3,5,6
2026,kovalainen,3,12,17
2027,kubica,3,6,5
2028,liuzzi,3,18,13
2029,massa,3,1,2
2030,raikkonen,3,3,1
2031,ralf_schumacher,3,14,11
2032,rosberg,3,10,4
2033,sato,3,17,12
2035,sutil,3,20,15
2036,trulli,3,9,8
2037,webber,3,8,20
2040,alonso,4,2,3
2041,barrichello,4,12,16
2042,button,4,14,19
2043,coulthard,4,9,9
2044,davidson,4,15,14
2045,fisichella,4,10,22
2046,hamilton,4,4,7
2047,heidfeld,4,7,6
2048,kovalainen,4,8,17
2049,kubica,4,5,5
2050,liuzzi,4,16,13
2051,massa,4,1,2
2052,raikkonen,4,3,1
2053,ralf_schumacher,4,17,11
2054,rosberg,4,11,4
2055,sato,4,13,12
2057,sutil,4,20,15
2058,trulli,4,6,8
2059,webber,4,19,20
2062,alonso,5,1,3
2063,barrichello,5,9,16
2064,button,5,10,19
2065,coulthard,5,13,9
2066,davidson,5,17,14
2067,fisichella,5,4,22
2068,hamilton,5,2,7
2069,heidfeld,5,7,6
2070,kovalainen,5,15,17
2071,kubica,5,8,5
2072,liuzzi,5,12,13
2073,massa,5,3,2
2074,raikkonen,5,16,1
2075,ralf_schumacher,5,20,11
2076,rosberg,5,5,4
2077,sato,5,21,12
2079,sutil,5,19,15
2080,trulli,5,14,8
2081,webber,5,6,20
2084,alonso,6,2,3
2085,barrichello,6,13,16
2086,button,6,15,19
2087,coulthard,6,14,9
2088,davidson,6,17,14
2089,fisichella,6,9,22
2090,hamilton,6,1,7
2091,heidfeld,6,3,6
2092,kovalainen,6,22,17
2093,kubica,6,8,5
2094,liuzzi,6,12,13
2095,massa,6,5,2
2096,raikkonen,6,4,1
2097,ralf_schumacher,6,18,11
2098,rosberg,6,7,4
2099,sato,6,11,12
2101,sutil,6,20,15
2102,trulli,6,10,8
2103,webber,6,6,20
2106,alonso,7,2,3
2107,barrichello,7,15,16
2108,button,7,13,19
2109,coulthard,7,11,9
2110,davidson,7,16,14
2111,fisichella,7,10,22
2112,hamilton,7,1,7
2113,heidfeld,7,5,6
2114,kovalainen,7,6,17
2115,liuzzi,7,19,13
2116,massa,7,3,2
2117,raikkonen,7,4,1
2118,ralf_schumacher,7,12,11
2119,rosberg,7,14,4
2120,sato,7,18,12
2122,sutil,7,21,15
2123,trulli,7,8,8
2124,vettel,7,7,18
2125,webber,7,9,20
2128,alonso,8,10,3
2129,barrichello,8,13,16
2130,button,8,12,19
2131,coulthard,8,16,9
2132,davidson,8,19,14
2133,fisichella,8,5,22
2134,hamilton,8,2,7
2135,heidfeld,8,7,6
2136,kovalainen,8,6,17
2137,kubica,8,4,5
2138,liuzzi,8,17,13
2139,massa,8,1,2
2140,raikkonen,8,3,1
2141,ralf_schumacher,8,11,11
2142,rosberg,8,9,4
2143,sato,8,22,12
2145,sutil,8,21,15
2146,trulli,8,8,8
2147,webber,8,14,20
2150,alonso,9,3,3
2151,barrichello,9,14,16
2152,button,9,18,19
2153,coulthard,9,12,9
2154,davidson,9,19,14
2155,fisichella,9,8,22
2156,hamilton,9,1,7
2157,heidfeld,9,9,6
2158,kovalainen,9,7,17
2159,kubica,9,5,5
2160,liuzzi,9,16,13
2161,massa,9,4,2
2162,raikkonen,9,2,1
2163,ralf_schumacher,9,6,11
2164,rosberg,9,17,4
2165,sato,9,21,12
2167,sutil,9,20,15
2168,trulli,9,10,8
2169,webber,9,11,20
2171,alonso,10,2,3
2172,barrichello,10,14,16
2173,button,10,17,19
2174,coulthard,10,20,9
2175,davidson,10,15,14
2176,fisichella,10,13,22
2177,hamilton,10,10,7
2178,heidfeld,10,4,6
2179,kovalainen,10,7,17
2180,kubica,10,5,5
2181,liuzzi,10,19,13
2183,massa,10,3,2
2184,raikkonen,10,1,1
2185,ralf_schumacher,10,9,11
2186,rosberg,10,11,4
2187,sato,10,16,12
2189,sutil,10,21,15
2190,trulli,10,8,8
2191,webber,10,6,20
2193,alonso,11,1,3
2194,barrichello,11,18,16
2195,button,11,17,19
2196,coulthard,11,11,9
2197,davidson,11,15,14
2198,fisichella,11,8,22
2199,hamilton,11,2,7
2200,heidfeld,11,3,6
2201,kovalainen,11,12,17
2202,kubica,11,7,5
2203,liuzzi,11,16,13
2204,massa,11,14,2
2205,raikkonen,11,4,1
2206,ralf_schumacher,11,6,11
2207,rosberg,11,5,4
2208,sato,11,19,12
2209,sutil,11,21,15
2210,trulli,11,9,8
2211,vettel,11,20,18
2212,webber,11,10,20
2214,yamamoto,11,22,21
2215,alonso,12,4,3
2216,barrichello,12,22,16
2217,button,12,21,19
2218,coulthard,12,13,9
2219,davidson,12,11,14
2220,fisichella,12,10,22
2221,hamilton,12,2,7
2222,heidfeld,12,6,6
2223,kovalainen,12,7,17
2224,kubica,12,5,5
2225,liuzzi,12,15,13
2226,massa,12,1,2
2227,raikkonen,12,3,1
2228,ralf_schumacher,12,16,11
2229,rosberg,12,8,4
2230,sato,12,17,12
2231,sutil,12,19,15
2232,trulli,12,9,8
2233,vettel,12,18,18
2234,webber,12,12,20
2236,yamamoto,12,20,21
2237,alonso,13,1,3
2238,barrichello,13,12,16
2239,button,13,10,19
2240,coulthard,13,20,9
2241,davidson,13,14,14
2242,fisichella,13,15,22
2243,hamilton,13,2,7
2244,heidfeld,13,4,6
2245,kovalainen,13,7,17
2246,kubica,13,6,5
2247,liuzzi,13,19,13
2248,massa,13,3,2
2249,raikkonen,13,5,1
2250,ralf_schumacher,13,18,11
2251,rosberg,13,8,4
2252,sato,13,17,12
2253,sutil,13,21,15
2254,trulli,13,9,8
2255,vettel,13,16,18
2256,webber,13,11,20
2258,yamamoto,13,22,21
2259,alonso,14,3,3
2260,barrichello,14,17,16
2261,button,14,12,19
2262,coulthard,14,11,9
2263,davidson,14,20,14
2264,fisichella,14,22,22
2265,hamilton,14,4,7
2266,heidfeld,14,6,6
2267,kovalainen,14,9,17
2268,kubica,14,14,5
2269,liuzzi,14,13,13
2270,massa,14,2,2
2271,raikkonen,14,1,1
2272,ralf_schumacher,14,10,11
2273,rosberg,14,5,4
2274,sato,14,18,12
2275,sutil,14,19,15
2276,trulli,14,8,8
2277,vettel,14,16,18
2278,webber,14,7,20
2280,yamamoto,14,21,21
2281,alonso,15,2,3
2282,barrichello,15,17,16
2283,button,15,6,19
2284,coulthard,15,12,9
2285,davidson,15,19,14
2286,fisichella,15,10,22
2287,hamilton,15,1,7
2288,heidfeld,15,5,6
2289,kovalainen,15,11,17
2290,kubica,15,9,5
2291,liuzzi,15,14,13
2292,massa,15,4,2
2293,raikkonen,15,3,1
2294,ralf_schumacher,15,15,11
2295,rosberg,15,16,4
2296,sato,15,21,12
2297,sutil,15,20,15
2298,trulli,15,13,8
2299,vettel,15,8,18
2300,webber,15,7,20
2302,yamamoto,15,22,21
2303,alonso,16,4,3
2304,barrichello,16,16,16
2305,button,16,10,19
2306,coulthard,16,5,9
2307,davidson,16,14,14
2308,fisichella,16,18,22
2309,hamilton,16,1,7
2310,heidfeld,16,8,6
2311,kovalainen,16,13,17
2312,kubica,16,9,5
2313,liuzzi,16,11,13
2314,massa,16,3,2
2315,raikkonen,16,2,1
2316,ralf_schumacher,16,6,11
2317,rosberg,16,15,4
